Word,Length,Freq_HAL,Log_Freq_HAL,NPhon,NSyll,NMorph,POS
yachters,8,2,0.69,5,2,NULL,NULL
yachting,8,90,4.5,5,2,2,VB|NN
yachts,6,219,5.39,4,1,2,NN
yachtsman,9,11,2.4,7,2,3,NN
yachtsmen,9,10,2.3,7,2,3,NN
yahoo,5,1800,7.5,4,2,1,NN|minor
alum,4,506,6.23,4,2,1,NN
Amen,4,2688,7.9,4,2,1,minor
amid,4,963,6.87,4,2,2,minor
Yale's,6,79,4.37,4,1,2,encl
Yalta,5,97,4.57,5,2,1,NN
ammo,4,5933,8.69,3,2,1,NN
yammer,6,42,3.74,4,2,1,VB|NN
amok,4,547,6.3,4,2,1,RB
yanked,6,895,6.8,5,1,2,VB
Yankee,6,1704,7.44,5,2,2,NN
Yankees,7,1288,7.16,6,2,3,NN
yanking,7,376,5.93,6,2,2,VB
yanks,5,1020,6.93,5,1,2,NN|VB
anal,4,4820,8.48,3,2,2,JJ
yapping,7,191,5.25,5,2,2,VB|NN
Andy,4,20181,9.91,4,2,1,NN
yardage,7,234,5.46,6,2,2,NN
yards,5,5654,8.64,5,1,2,NN
yardstick,9,269,5.59,8,2,2,NN
anew,4,657,6.49,3,2,1,RB
yarns,5,328,5.79,5,1,2,NN
yarrow,6,123,4.81,4,2,1,NN
Anna,4,4330,8.37,3,2,1,NN
Anne,4,10129,9.22,2,1,1,NN
yawning,7,333,5.81,5,2,2,VB
anon,4,18879,9.85,4,2,1,JJ|RB|NN
ante,4,2748,7.92,4,2,1,NN
ants,4,4321,8.37,4,1,2,NN
anus,4,2067,7.63,4,2,2,NN
apex,4,1099,7,5,2,1,NN
yearbook,8,880,6.78,6,2,2,NN
yearling,8,101,4.62,5,2,2,NN
yearlong,8,16,2.77,6,2,2,JJ
yearly,6,2845,7.95,5,2,2,JJ|RB
yearn,5,348,5.85,3,1,1,VB
yearned,7,94,4.54,4,1,2,VB
yearning,8,567,6.34,5,2,2,VB|NN
yearningly,10,7,1.95,7,3,3,RB
yearnings,9,89,4.49,6,2,3,NN
years,5,348898,12.76,4,1,2,NN
year's,6,8255,9.02,4,1,2,encl
yeast,5,6894,8.84,4,1,1,NN
yeasts,6,385,5.95,5,1,2,NN
yeasty,6,44,3.78,5,2,2,JJ
Yeats,5,402,6,4,1,1,NN
apse,4,13,2.56,3,1,1,NN
yelled,6,2100,7.65,4,1,2,VB
yeller,6,63,4.14,4,2,2,NN
yelling,7,2918,7.98,5,2,2,VB|NN
yellow,6,19319,9.87,4,2,1,JJ|NN|VB
yellowed,8,264,5.58,5,2,2,VB
yellowing,9,282,5.64,6,3,2,VB|NN
yellowish,9,255,5.54,6,3,2,JJ
Arab,4,7193,8.88,4,2,1,NN|JJ
yelped,6,174,5.16,5,1,2,VB
yelping,7,90,4.5,6,2,2,VB
yelps,5,77,4.34,5,1,2,NN|VB
Yemen,5,630,6.45,5,2,1,NN
arch,4,3721,8.22,3,1,1,NN|VB
yeoman,6,199,5.29,5,2,2,NN
arcs,4,734,6.6,4,1,2,NN|VB
yesterday,9,21313,9.97,7,3,2,NN|RB
yesterday's,11,1683,7.43,8,3,3,encl
area,4,160430,11.99,4,2,1,NN
yesteryear,10,310,5.74,8,3,2,NN
Ares,4,502,6.22,4,2,1,NN
Yiddish,7,768,6.64,5,2,2,NN
yield,5,6182,8.73,4,1,1,VB|NN
yielded,7,918,6.82,6,2,2,VB
yielding,8,926,6.83,6,2,2,VB|NN
yields,6,2699,7.9,5,1,2,VB|NN
aria,4,1039,6.95,4,2,1,NN
arid,4,332,5.81,4,2,1,JJ
yippee,6,226,5.42,4,2,1,minor|NN
yodel,5,132,4.88,4,2,1,NN|VB
yodeling,8,47,3.85,6,3,2,VB|NN|JJ
arms,4,32708,10.4,4,1,2,NN|VB
yogurt,6,1279,7.15,5,2,1,NN
army,4,34024,10.43,4,2,1,NN
yokel,5,53,3.97,4,2,1,NN
yokels,6,60,4.09,5,2,2,NN
arts,4,22653,10.03,4,1,2,NN
arty,4,453,6.12,4,2,2,JJ
yonder,6,291,5.67,5,2,1,NN
Yonkers,7,323,5.78,6,2,NULL,NN
ashy,4,17,2.83,3,2,2,JJ
Asia,4,13885,9.54,3,2,1,NN
Yorker's,8,16,2.77,6,2,NULL,NULL
York's,6,523,6.26,5,1,2,encl
Yorkshire,9,1389,7.24,7,2,2,NN
Yorktown,8,532,6.28,7,2,2,NN
Yosemite,8,617,6.42,8,4,1,NN
asks,4,16409,9.71,4,1,2,VB
you'd,5,41121,10.62,3,1,2,encl
you'll,6,88349,11.39,3,1,2,encl
young,5,66849,11.11,3,1,1,JJ|NN
younger,7,10673,9.28,5,2,2,JJ
youngest,8,1536,7.34,7,2,2,JJ
youngish,8,63,4.14,5,2,2,JJ
young's,7,451,6.11,4,1,2,encl
youngster,9,508,6.23,6,2,2,NN
youngsters,10,1043,6.95,7,2,3,NN
youngster's,11,41,3.71,7,2,NULL,NULL
atom,4,3410,8.13,4,2,1,NN
you're,6,225850,12.33,3,1,2,encl
yours,5,32621,10.39,4,1,1,minor
yourself,8,84061,11.34,7,2,2,minor|NN
yourselves,10,3506,8.16,8,2,3,minor
youth,5,14084,9.55,3,1,1,NN
youthful,8,828,6.72,5,2,2,JJ
youths,6,873,6.77,4,1,2,NN
you've,6,68786,11.14,3,1,2,encl
atop,4,1135,7.03,4,2,2,minor
Yucatan,7,302,5.71,7,3,1,NN
yucca,5,283,5.65,4,2,1,NN
Yugoslav,8,3395,8.13,8,3,2,NN
Yugoslavia,10,6875,8.84,10,4,3,NN
Yugoslavian,11,169,5.13,11,4,4,NN|JJ
yuletide,8,40,3.69,6,2,2,NN
Zaire,5,561,6.33,4,2,1,NN
Zambia,6,288,5.66,6,2,1,NN
aunt,4,2845,7.95,3,1,1,NN
aura,4,4923,8.5,3,2,1,NN
auto,4,15581,9.65,3,2,1,NN
Zealand,7,13848,9.54,6,2,2,NN
zealot,6,1282,7.16,5,2,2,NN
zealotry,8,62,4.13,7,3,3,NN
zealous,7,367,5.91,5,2,2,JJ
zealously,9,188,5.24,7,3,3,RB
zebra,5,915,6.82,5,2,1,NN
zeitgeist,9,111,4.71,7,2,1,NN|minor
avid,4,2419,7.79,4,2,1,JJ|NN
zenith,6,2141,7.67,5,2,1,NN
zephyr,6,2034,7.62,4,2,1,NN
zeppelin,8,1526,7.33,7,3,1,NN
avow,4,15,2.71,3,2,2,VB
zeroed,6,156,5.05,5,2,2,VB
zeros,5,898,6.8,5,2,2,NN|VB
away,4,150815,11.92,3,2,1,RB|minor
zigzag,6,110,4.7,6,2,2,NN|VB
zigzagging,10,16,2.77,8,3,3,VB|NN|JJ
Zimbabwe,8,1591,7.37,8,3,1,NN
awed,4,264,5.58,2,1,2,VB|JJ
awry,4,431,6.07,3,2,1,RB
axes,4,1689,7.43,5,2,2,NN|VB
axis,4,4865,8.49,5,2,2,NN
zipped,6,1485,7.3,4,1,2,VB
zipper,6,1245,7.13,4,2,2,NN|VB
zippy,5,550,6.31,4,2,2,JJ|NN
zodiac,6,1098,7,6,3,1,NN
zodiacal,8,109,4.69,8,3,2,JJ
zombie,6,4439,8.4,5,2,1,NN
zombies,7,2588,7.86,6,2,2,NN
axle,4,1741,7.46,4,2,1,NN
zoned,5,186,5.23,4,1,2,VB
zones,5,3388,8.13,4,1,2,NN
zoning,6,819,6.71,5,2,2,VB|NN
ayes,4,81,4.39,2,1,2,NN
where'd,7,423,6.05,5,1,2,encl
wherefore,9,199,5.29,7,2,2,minor
wherefores,10,36,3.58,8,2,3,NN
wherein,7,2160,7.68,6,2,2,minor|NN
where'll,8,5,1.61,5,1,NULL,NN
whereof,7,255,5.54,6,2,2,RB
whereon,7,19,2.94,6,2,2,NN
where're,8,23,3.14,5,2,2,encl
where's,7,4409,8.39,5,1,2,encl
wheresoever,11,16,2.77,9,4,3,minor
whereto,7,6,1.79,6,2,NULL,minor
where've,8,41,3.71,5,1,NULL,NN
wherever,8,6480,8.78,7,3,2,minor
wherewith,9,49,3.89,7,2,2,RB
whereupon,9,538,6.29,8,3,2,minor|NN
wherewithal,11,132,4.88,9,3,3,NN
babe,4,3163,8.06,3,1,1,NN
whether,7,112151,11.63,5,2,1,minor
whetstone,9,140,4.94,8,2,2,NN
whetted,7,55,4.01,6,2,2,VB
baby,4,35810,10.49,4,2,1,NN|VB
which,5,980925,13.8,4,1,1,minor
whichever,9,3305,8.1,7,3,2,minor|RB
whichsoever,11,0,0,9,4,3,minor
whiff,5,348,5.85,4,1,1,NN|VB
Bach,4,3284,8.1,3,1,1,NN
whigs,5,168,5.12,5,1,2,NN
while,5,284228,12.56,4,1,1,minor|NN|VB|JJ
whilst,6,4484,8.41,6,1,2,RB
back,4,393090,12.88,3,1,1,RB|JJ|NN|VB
whimper,7,489,6.19,6,2,1,NN|VB
whimpering,10,432,6.07,8,3,2,VB
whims,5,767,6.64,5,1,2,NN
whimsey,7,25,3.22,6,2,2,NN
whimsical,9,335,5.81,8,3,2,JJ
whimsy,6,141,4.95,6,2,2,NN
whine,5,3757,8.23,4,1,1,NN|VB
whined,6,541,6.29,5,1,2,VB
whining,7,5294,8.57,6,2,2,VB|JJ
whinnied,8,10,2.3,6,2,2,VB
whinny,6,37,3.61,5,2,1,NN|VB
bade,4,135,4.91,3,1,1,VB
whiplash,8,226,5.42,7,2,2,NN
whiplashes,10,5,1.61,9,3,3,NN
whipped,7,2097,7.65,5,1,2,VB
whippersnapper,14,223,5.41,10,4,4,NN
whippet,7,114,4.74,6,2,1,NN
whipping,8,1603,7.38,6,2,2,VB|NN
whippoorwill,12,1373,7.22,8,3,NULL,NN
whips,5,1144,7.04,5,1,2,NN|VB
whip's,6,14,2.64,5,1,2,encl
bags,4,5805,8.67,4,1,2,NN|VB
whirl,5,387,5.96,4,1,1,NN|VB
whirled,7,370,5.91,5,1,2,VB
whirligig,9,17,2.83,8,3,1,NN|JJ
whirling,8,2788,7.93,6,2,2,VB|NN
whirlpool,9,435,6.08,7,2,2,NN
whirlwind,9,598,6.39,8,2,2,NN
whirlwind's,11,1,0,9,2,3,encl
whirring,8,174,5.16,5,2,2,VB|NN
whisk,5,300,5.7,5,1,1,NN|VB
whisked,7,179,5.19,6,1,2,VB
whisker,7,93,4.53,6,2,1,NN
whiskered,9,14,2.64,7,2,2,JJ
whiskers,8,437,6.08,7,2,2,NN
whiskey,7,1364,7.22,6,2,1,NN
whisking,8,55,4.01,7,2,2,VB
whisky,6,620,6.43,6,2,1,NN
whisper,7,1759,7.47,6,2,1,NN|VB
whispered,9,2772,7.93,7,2,2,VB
whisperer,9,25,3.22,7,3,2,NN
whispering,10,940,6.85,8,3,2,VB
whisperings,11,18,2.89,9,3,3,NN
whispers,8,1256,7.14,7,2,2,NN|VB
whistle,7,2672,7.89,5,2,1,NN
whistled,8,283,5.65,6,2,2,VB
whistling,9,748,6.62,7,3,2,VB
white,5,149742,11.92,4,1,1,JJ|NN
whitecap,8,21,3.04,7,2,2,NN
whitehaired,11,0,0,8,2,3,JJ
whitehead,9,543,6.3,7,2,2,NN
whitehead's,11,32,3.47,7,2,NULL,NULL
whitely,7,24,3.18,6,2,2,RB|NN
whiten,6,78,4.36,5,2,2,VB
whitened,8,152,5.02,6,2,3,JJ|VB
whiteness,9,206,5.33,7,2,2,NN
whitening,9,2023,7.61,7,3,3,VB|NN|JJ
whitens,7,0,0,6,2,3,VB
whites,6,6975,8.85,5,1,2,NN
white's,7,681,6.52,5,1,2,encl
whitetail,9,186,5.23,7,2,2,NN
whitewash,9,195,5.27,7,2,2,NN|VB
whitewashed,11,168,5.12,8,2,3,VB
whither,7,149,5,5,2,1,minor
whiting,7,401,5.99,6,2,2,NN
Whitman,7,1518,7.33,7,2,2,NN
Whitman's,9,93,4.53,7,2,NULL,NULL
Whitney,7,1830,7.51,6,2,1,NN
whittle,7,467,6.15,5,2,1,VB
bail,4,2583,7.86,3,1,1,VB|NN
whizzed,7,45,3.81,5,1,2,VB
whizzing,8,140,4.94,6,2,2,VB
bait,4,4289,8.36,3,1,1,NN|VB
bake,4,2528,7.84,3,1,1,VB|JJ|NN
who'd,5,2412,7.79,3,1,2,encl
whodunit,8,55,4.01,7,3,3,NN
whoever,7,10993,9.31,5,3,2,minor
whole,5,120697,11.7,3,1,1,JJ|NN
wholeheartedly,14,1505,7.32,11,4,4,RB
wholemeal,9,66,4.19,6,2,2,JJ
wholeness,9,190,5.25,6,2,2,NN
wholes,6,63,4.14,4,1,2,NN
wholesale,9,4518,8.42,6,2,2,JJ
wholesalers,11,556,6.32,8,3,4,NN
wholesome,9,572,6.35,5,2,2,JJ
wholewheat,10,13,2.56,6,2,NULL,NULL
who'll,6,1088,6.99,3,1,2,encl
wholly,6,3258,8.09,4,2,2,RB
bald,4,2764,7.92,4,1,1,JJ
whomever,8,1603,7.38,6,3,2,minor
whomsoever,10,49,3.89,8,4,3,minor
whoop,5,292,5.68,4,1,1,NN
whoopee,7,161,5.08,5,2,1,NN
whooping,8,370,5.91,5,2,2,NN
whoosh,6,205,5.32,4,1,1,NN|minor|VB
whopper,7,268,5.59,5,2,2,NN
whoppers,8,125,4.83,6,2,3,NN
whopping,8,747,6.62,6,2,2,JJ|VB
whore,5,2885,7.97,3,1,1,NN|VB
who're,6,272,5.61,3,2,NULL,NN
whorehouse,10,152,5.02,6,2,2,NN
whoremonger,11,12,2.48,8,3,2,NN
whores,6,698,6.55,4,1,2,NN|VB
whorl,5,29,3.37,4,1,1,NN
whorls,6,76,4.33,5,1,2,NN
who's,5,23501,10.06,3,1,2,encl
whose,5,40623,10.61,3,1,1,minor
who've,6,2839,7.95,3,1,2,encl
bale,4,557,6.32,3,1,1,NN
why'd,5,228,5.43,3,1,NULL,NULL
why'll,6,1,0,5,2,NULL,NN
whosoever,9,564,6.34,7,4,3,minor
why're,6,17,2.83,4,2,NULL,NN
why's,5,329,5.8,4,1,2,encl
why've,6,1,0,NULL,NULL,NULL,NULL
Wichita,7,1242,7.12,6,3,1,NN
Bali,4,592,6.38,4,2,1,NN
wicked,6,4211,8.35,5,2,1,JJ
wickedly,8,304,5.72,7,3,2,RB
wickedness,10,397,5.98,8,3,2,NN
wicker,6,380,5.94,4,2,1,NN|VB
wickerwork,10,27,3.3,7,3,2,NN
wicket,6,1099,7,5,2,1,NN
wickets,7,884,6.78,6,2,2,NN
balk,4,286,5.66,3,1,1,VB
widely,6,13343,9.5,5,2,2,RB
widen,5,629,6.44,4,2,2,VB
widened,7,608,6.41,5,2,3,VB|JJ
widens,6,118,4.77,5,2,3,VB
wider,5,5908,8.68,4,2,2,JJ|RB
widespread,10,5621,8.63,8,2,2,JJ
widest,6,874,6.77,6,2,2,JJ
widow,5,1887,7.54,4,2,1,NN
widowed,7,268,5.59,5,2,2,JJ|VB
widower,7,149,5,5,2,2,NN
widowhood,9,36,3.58,7,3,2,NN
widows,6,542,6.3,5,2,2,NN
width,5,7473,8.92,4,1,2,NN
widths,6,631,6.45,5,1,3,NN
wield,5,649,6.48,4,1,1,VB
wielded,7,342,5.83,6,2,2,VB
wielder,7,395,5.98,5,2,2,NN
wieners,7,29,3.37,5,2,2,NN
ball,4,38502,10.56,3,1,1,NN
wifely,6,17,2.83,5,2,2,JJ
wife's,6,2703,7.9,4,1,2,encl
balm,4,1511,7.32,3,1,1,NN
wiggle,6,1025,6.93,4,2,1,VB|NN
wiggled,7,448,6.1,5,2,2,VB
wiggling,8,520,6.25,6,3,2,VB
wigmaker,8,1,0,7,3,3,NN
wigwam,6,69,4.23,6,2,1,NN
Wilbur,6,786,6.67,5,2,1,NN
band,4,49179,10.8,4,1,1,NN|VB
wildcat,7,2081,7.64,7,2,2,NN
wildcatter,10,2,0.69,8,3,3,NN
wildebeest,10,48,3.87,9,3,1,NN
wilder,6,962,6.87,5,2,2,JJ|NN
wilderness,10,3733,8.22,8,3,2,NN
wildest,7,794,6.68,7,2,2,JJ
wildfire,8,794,6.68,7,2,2,NN
wildfowl,8,21,3.04,7,2,2,NN
wildlife,8,4582,8.43,7,2,2,NN
wildly,6,2630,7.87,6,2,2,RB
wildness,8,84,4.43,7,2,2,NN
bane,4,957,6.86,3,1,1,NN
wiles,5,606,6.41,4,1,2,NN|VB
Wilfred,7,281,5.64,7,2,1,NN
Wilhelm,7,1390,7.24,7,2,1,NN
bang,4,6789,8.82,3,1,1,NN|VB
willed,6,341,5.83,4,1,2,VB
willful,7,588,6.38,6,2,NULL,JJ
willfully,9,480,6.17,7,3,NULL,NULL
William,7,40735,10.61,6,2,1,NN
Willie,6,3751,8.23,4,2,2,NN
Williamsburg,12,506,6.23,10,3,3,NN
Willie's,8,302,5.71,5,2,NULL,NULL
willing,7,55709,10.93,5,2,2,JJ|VB
willingly,9,1568,7.36,7,3,3,RB
willingness,11,3861,8.26,8,3,3,NN
Willis,6,2942,7.99,5,2,1,NN
willow,6,3826,8.25,4,2,1,NN|VB
willows,7,231,5.44,5,2,2,NN
willowy,7,29,3.37,5,3,2,JJ
willpower,9,361,5.89,6,2,2,NN
wills,5,1865,7.53,4,1,2,NN|VB
willy,5,2606,7.87,4,2,2,NN|RB
Wilson,6,15546,9.65,5,2,2,NN
Wilsonian,9,6,1.79,9,4,NULL,JJ
Wilson's,8,622,6.43,6,2,3,encl
bank,4,39506,10.58,4,1,1,NN|VB
wilted,6,128,4.85,6,2,2,JJ|VB
bans,4,1179,7.07,4,1,2,NN|VB
barb,4,1355,7.21,4,1,1,NN
wince,5,296,5.69,4,1,1,VB|NN
winced,6,298,5.7,5,1,2,VB
winches,7,78,4.36,6,2,2,NN|VB
Winchester,10,2128,7.66,8,3,2,NN
wincing,7,142,4.96,6,2,2,VB
bard,4,1202,7.09,4,1,1,NN
windbag,7,106,4.66,7,2,2,NN
windbreak,9,18,2.89,8,2,2,NN
windbreaker,11,90,4.5,9,3,3,NN
windbreaks,10,9,2.2,9,2,3,NN|VB
winded,6,439,6.08,6,2,2,JJ|VB
winder,6,229,5.43,5,2,2,NN
winders,7,75,4.32,6,2,3,NN
windfall,8,206,5.33,7,2,2,NN
winding,7,1420,7.26,6,2,2,VB|NN|JJ
windjammer,10,153,5.03,8,3,3,NN
windless,8,29,3.37,7,2,2,JJ
windmill,8,302,5.71,7,2,2,NN
window,6,54926,10.91,5,2,1,NN
windowless,10,80,4.38,8,3,2,JJ
windowpane,10,51,3.93,8,3,2,NN
windowpanes,11,15,2.71,9,3,3,NN
windows,7,227622,12.34,6,2,2,NN
windowsill,10,166,5.11,8,3,2,NN
winds,5,6439,8.77,5,1,2,VB
windscreen,10,187,5.23,9,2,2,NN
windshield,10,1386,7.23,8,2,2,NN
windsleeve,10,0,0,8,2,NULL,NULL
windsock,8,70,4.25,7,2,2,NN
Windsor,7,1815,7.5,5,2,1,NN
windstorm,9,81,4.39,9,2,2,NN
windswept,9,93,4.53,9,2,2,JJ
windup,6,107,4.67,6,2,2,NN|JJ
windward,8,195,5.27,7,2,2,RB|JJ
windy,5,1176,7.07,5,2,2,JJ
bare,4,8494,9.05,3,1,1,JJ|VB
wineglass,9,14,2.64,7,2,2,NN
winepress,9,28,3.33,7,2,2,NN
wines,5,1375,7.23,4,1,2,NN
wine's,6,23,3.14,4,1,NULL,NULL
wineskin,8,1,0,7,2,2,NN
bark,4,2441,7.8,4,1,1,NN|VB
wingback,8,5,1.61,6,2,2,NN|JJ
winged,6,674,6.51,4,1,2,VB
winger,6,553,6.32,4,2,2,NN
winging,7,128,4.85,5,2,2,NN|VB|JJ
wingless,8,34,3.53,6,2,2,JJ
wingman,7,553,6.32,6,2,2,NN
wings,5,8932,9.1,4,1,2,NN|VB
wingspan,8,161,5.08,7,2,2,NN
wingspread,10,12,2.48,8,2,2,NN
barn,4,2575,7.85,4,1,1,NN
winked,6,283,5.65,5,1,2,VB
winking,7,270,5.6,6,2,2,VB
winless,7,39,3.66,6,2,2,JJ|RB
winner,6,11890,9.38,4,2,2,NN
winners,7,7270,8.89,5,2,3,NN
winning,7,16307,9.7,5,2,2,VB|NN
winnings,8,601,6.4,6,2,3,NN
Winnipeg,8,3231,8.08,7,3,1,NN
bars,4,9206,9.13,4,1,2,NN|VB
winsome,7,89,4.49,5,2,1,JJ
Winston,7,4282,8.36,7,2,2,NN
winter,6,23910,10.08,5,2,1,NN|VB
wintered,8,12,2.48,6,2,2,VB
wintergreen,11,134,4.9,9,3,NULL,NN
wintering,9,53,3.97,7,3,2,VB|NN|JJ
winters,7,1470,7.29,6,2,2,NN|VB
wintertime,10,99,4.6,8,3,2,NN
wintery,7,29,3.37,6,3,2,JJ
wintry,6,35,3.56,6,2,2,JJ
base,4,59143,10.99,3,1,1,NN|VB
wiped,5,3110,8.04,4,1,2,VB
wiper,5,364,5.9,4,2,2,NN
wiping,6,1395,7.24,5,2,2,VB
bash,4,4672,8.45,3,1,1,NN|VB
wirecutters,11,7,1.95,8,3,4,NN
wired,5,4113,8.32,4,1,2,VB
wireless,8,6503,8.78,6,2,2,JJ|NN
wires,5,5638,8.64,4,1,2,NN|VB
wiretap,7,292,5.68,7,3,NULL,NN|VB|JJ
wireworm,8,0,0,6,2,2,NN
wiring,6,3625,8.2,5,2,2,NN|VB
bask,4,256,5.55,4,1,1,VB
Wisconsin,9,8276,9.02,9,3,1,NN
Wisconsin's,11,46,3.83,10,3,NULL,NULL
wisdom,6,12554,9.44,6,2,2,NN
bass,4,17075,9.75,3,1,1,NN
wisecrack,9,32,3.47,7,2,2,NN
wisecracked,11,2,0.69,8,2,3,VB|JJ
wisely,6,1346,7.2,5,2,2,RB
wisenheimer,11,1,0,8,4,1,NN
wiser,5,1097,7,4,2,2,JJ|NN
wisest,6,333,5.81,6,2,2,JJ
bast,4,427,6.06,4,1,1,NN
wishbone,8,108,4.68,6,2,2,NN
wished,6,4114,8.32,4,1,2,VB
wishes,6,14513,9.58,5,2,2,VB|NN
wishful,7,1488,7.31,5,2,2,JJ
wishing,7,5284,8.57,5,2,2,VB
bate,4,182,5.2,3,1,1,NN
wisps,5,615,6.42,5,1,2,NN
wispy,5,128,4.85,5,2,2,JJ
wisteria,8,71,4.26,8,3,1,NN
wistful,7,186,5.23,6,2,2,JJ
wistfully,9,154,5.04,7,3,3,RB
bath,4,5621,8.63,3,1,1,NN
witch,5,8139,9,3,1,1,NN
witchcraft,10,1063,6.97,8,2,2,NN
witchdoctor,11,21,3.04,8,3,NULL,NULL
witches,7,3876,8.26,5,2,2,NN
bats,4,3884,8.26,4,1,2,NN|VB
withal,6,31,3.43,5,2,1,minor
withdraw,8,5353,8.59,6,2,2,VB
withdrawal,10,2589,7.86,8,2,3,NN
withdrawing,11,882,6.78,8,3,3,VB|NN
withdrawn,9,2177,7.69,7,2,3,VB
withdrew,8,1455,7.28,6,2,2,VB
wither,6,451,6.11,4,2,1,VB
withered,8,203,5.31,5,2,2,JJ|VB
withering,9,589,6.38,6,3,2,VB
withheld,8,1214,7.1,7,2,2,VB
withhold,8,851,6.75,7,2,2,VB
withholding,11,938,6.84,9,3,3,NN|VB
within,6,120308,11.7,5,2,2,minor|NN
without,7,254348,12.45,5,2,2,minor|NN|RB
withstand,9,1354,7.21,8,2,2,VB
withstands,10,35,3.56,9,2,3,VB
withstood,9,212,5.36,7,2,2,VB
witless,7,232,5.45,6,2,2,JJ
witness,7,8308,9.02,6,2,1,NN|VB
witnessed,9,2655,7.88,7,2,2,VB
witnesses,9,5406,8.6,8,3,2,NN|VB
witnessing,10,767,6.64,8,3,2,VB
bawl,4,66,4.19,3,1,1,VB|NN
wittingly,9,30,3.4,7,3,3,RB
witty,5,2411,7.79,4,2,2,JJ
wives,5,3405,8.13,4,1,2,NN
wive's,6,32,3.47,4,1,NULL,NULL
wizard,6,12369,9.42,5,2,1,NN
wizardry,8,709,6.56,7,3,2,NN
wobble,6,552,6.31,4,2,1,VB|NN
wobbled,7,96,4.56,5,2,2,VB
wobbling,8,165,5.11,6,3,2,VB|NN
wobbly,6,275,5.62,5,3,2,JJ
bays,4,1167,7.06,3,1,2,NN|VB
woebegone,9,9,2.2,7,3,3,JJ
woeful,6,159,5.07,4,2,2,JJ
bead,4,1824,7.51,3,1,1,NN|VB
beak,4,582,6.37,3,1,1,NN
Wolfgang,8,2775,7.93,7,2,1,NN
wolfhound,9,99,4.6,8,2,2,NN
wolves,6,10871,9.29,5,1,2,NN
woman,5,66489,11.1,5,2,1,NN
womanhood,9,300,5.7,8,3,2,NN
womanish,8,7,1.95,7,3,2,JJ
womanize,8,4,1.39,7,3,2,VB
womanizer,9,99,4.6,8,4,3,NN
womankind,9,46,3.83,9,3,2,NN
womanly,7,151,5.02,7,3,2,JJ
woman's,7,5524,8.62,6,2,2,encl
beam,4,7878,8.97,3,1,1,NN|VB
wombat,6,3172,8.06,6,2,1,NN
women,5,111268,11.62,5,2,1,NN
womenfolk,9,38,3.64,8,3,2,NN
women's,7,12088,9.4,6,2,2,encl
wanderers,9,609,6.41,7,3,3,NN
wandering,9,3255,8.09,7,3,2,VB|NN
wanderings,10,104,4.64,8,3,3,NN
wanders,7,648,6.47,6,2,2,VB
bean,4,3575,8.18,3,1,1,NN
waned,5,151,5.02,4,1,2,VB
wanderlust,10,2515,7.83,9,3,2,NN
waning,6,322,5.77,5,2,2,VB|JJ
wanker,6,675,6.51,5,2,2,NN
wanna,5,10273,9.24,4,2,2,encl
bear,4,23529,10.07,3,1,1,VB|NN
wanted,6,92414,11.43,6,2,2,VB
wanting,7,12942,9.47,6,2,2,VB
wanton,6,511,6.24,5,2,1,JJ|NN
wants,5,60875,11.02,5,1,2,VB|NN
beat,4,33104,10.41,3,1,1,VB|NN
warble,6,46,3.83,5,2,1,VB|NN
warbler,7,97,4.57,6,3,2,NN
warbling,8,66,4.19,7,3,2,VB
beau,4,1014,6.92,2,1,1,NN
warden,6,688,6.53,5,2,2,NN
wardens,7,154,5.04,6,2,3,NN
wardrobe,8,826,6.72,7,2,1,NN
wardroom,8,16,2.77,7,2,2,NN
wards,5,863,6.76,5,1,2,NN
ward's,6,166,5.11,5,1,2,encl
beck,4,2083,7.64,3,1,1,NN
warehouse,9,4496,8.41,6,2,2,NN
warehouses,10,650,6.48,8,3,3,NN
warehousing,11,1199,7.09,8,3,3,NN|VB
wares,5,1156,7.05,4,1,2,NN
warfare,7,4468,8.4,6,2,2,NN
warhead,7,593,6.39,6,2,2,NN
warhorse,8,146,4.98,7,2,2,NN
warily,6,131,4.88,6,3,2,RB
warlike,7,178,5.18,6,2,2,JJ|RB
warlock,7,1131,7.03,6,2,1,NN
warlord,7,3946,8.28,7,2,2,NN
beds,4,2424,7.79,4,1,2,NN|VB
warmed,6,1145,7.04,5,1,2,VB|JJ
warmer,6,1790,7.49,5,2,2,JJ|RB
warmhearted,11,15,2.71,10,3,3,JJ
warming,7,2895,7.97,6,2,2,NN|VB|JJ
warmish,7,27,3.3,6,2,2,JJ
warmly,6,700,6.55,6,2,2,RB
warmonger,9,43,3.76,8,3,2,NN
warms,5,615,6.42,5,1,2,VB
warmth,6,2499,7.82,5,1,1,NN
warmup,6,366,5.9,6,2,2,NN
warmongering,12,26,3.26,10,4,3,VB|NN
beef,4,5285,8.57,3,1,1,NN|VB
warned,6,20428,9.92,5,1,2,VB
warning,7,22068,10,6,2,2,NN|VB
warningly,9,7,1.95,8,3,3,RB
warnings,8,3883,8.26,7,2,3,NN
warns,5,1612,7.39,5,1,2,VB
been,4,735347,13.51,3,1,1,VB
warped,6,3385,8.13,5,1,2,VB|JJ
warping,7,763,6.64,6,2,2,VB|NN
warrant,7,6476,8.78,6,2,1,NN|VB
warranted,9,1363,7.22,8,3,2,VB
warrantee,9,358,5.88,7,3,2,NN
warrants,8,2025,7.61,7,2,2,NN|VB
warranty,8,12508,9.43,7,3,2,NN
warred,6,21,3.04,4,1,2,VB
